新华街二里 精装两居室 诚意出售,295万,52584元/m²,2室1厅,56m²,高层(共6层),1996年建造,王天清,新华街二里  丰台-看丹桥-新华街,[]
2010年小区，电梯洋房，户型方正，采光充足，视野好.,290万,33360元/m²,2室2厅,86m²,低层(共9层),2010年建造,田野,金科帕提欧  昌平-小汤山北-沙顺路91号,[]
大宁山庄花园洋房 两室两厅一卫毛坯房 阳光南北通透 大宁水,394万,39009元/m²,2室2厅,101m²,低层(共6层),2012年建造,段花花,大宁山庄  房山-长阳-京深路,[]
芍药居北里一社区 08年新楼 业主诚意卖 楼下花园 精装修,685万,77805元/m²,2室1厅,88m²,低层(共28层),2008年建造,陈明君,芍药居北里小区  朝阳-芍药居-北四环东路,['配套成熟']
昌盛园二区 南北通透两居 独立大客厅 精装修 满五唯一,335万,38505元/m²,2室1厅,87m²,高层(共6层),1996年建造,刘大盼,昌盛园二区  昌平-昌平县城-昌平区南环东路,"['配套成熟', '交通便利', '繁华地段']"
Century21虎坊路小区 2室1厅 南北挂西窗 单价9万,460万,91035元/m²,2室,50m²,共5层,1960年建造,郑嘉旺,虎坊路小区  西城-陶然亭-虎坊路,['配套成熟']
新上 西城晶华东向两居 小区院内 不临街 采光充足 随时看房,1450万,152326元/m²,2室1厅,95m²,低层(共11层),2008年建造,李雨航,西城晶华  西城-金融街-太平桥大街8号,['交通便利']
四环里，低楼层，南北通透两居 户型好 格局方正,430万,54540元/m²,2室1厅,78m²,低层(共6层),2000年建造,周荣荣,韩庄子三里  丰台-看丹桥-科兴路,[]
拥金1.2 房价可大仪 南北通透带飘窗 带50平地下,660万,67319元/m²,3室2厅,98m²,低层(共11层),2006年建造,杨胜涛,瑞丽江畔(南区)  丰台-马家堡-马家堡西路30号,[]
金隅万科大客厅33平米~全明格局~采光充足~看房方便,380万,42363元/m²,2室2厅,89m²,高层(共26层),2012年建造,张琪茹,金隅万科城  昌平-昌平县城-南环路,"['交通便利', '安全性高']"
收拥1.2 瑞丽江畔，双地铁线，双阳台，看房提前联系,588万,59926元/m²,2室1厅,98m²,中层(共21层),2005年建造,李栋栋,瑞丽江畔(北区)  丰台-马家堡-马家堡西路28号,[]
西城德胜门安德路六铺炕鼓楼什刹海 精装 大客厅两居单独小院,799万,135653元/m²,2室1厅,58m²,低层(共6层),1994年建造,刘萍,安德路小区  西城-六铺炕-安德路甲36号,[]
（区域优推）古城西路 两室一厅 1997年无遮挡 近地铁,292万,42941元/m²,2室1厅,68m²,共5层,1997年建造,张英,首钢古城西路居民区  石景山-古城-古城西路10号,[]
新上一层大两居  带花园  精装 可拎包入住,300万,25423元/m²,2室2厅,118m²,低层(共6层),2010年建造,贾宁,恒盛波尔多小镇(南区)  大兴-大兴区其他-育新街32号,"['安全性高', '繁华地段', '品质小区 ']"
急售急售！！！带花园 业主可议价 无遮挡采光好,225万,27777元/m²,2室1厅,81m²,低层(共10层),2015年建造,温宗罡,首城汇景湾北区  平谷-平谷其他区-金河街,"['品质小区 ', '近地铁', '低密度']"
拥金1.2房价可大议 阳光两居 无税 出门地铁 全明格局,588万,64241元/m²,2室1厅,91m²,中层(共15层),2006年建造,梁伟,枫竹苑二区  丰台-马家堡-马家堡角门18号,[]
拥金1.2，房价可大议草桥东路18号院26层板楼带电梯急售,630万,65062元/m²,3室2厅,96m²,低层(共6层),2000年建造,赵润平,草桥东路18号院  丰台-草桥-草桥东路18号,[]
尚 诚 清润家园 视野开阔两居室 楼下是永辉 交通便利,550万,61111元/m²,2室1厅,90m²,高层(共20层),2008年建造,万攀鹤,清润家园  海淀-清河-龙岗路51号,['交通便利']
安家.清河观澳园南北通透两居满5年商品房看房随时靠谱出售,630万,63546元/m²,2室1厅,99m²,高层(共6层),2006年建造,吕君修,观澳园小区  海淀-清河-南马坊东路,[]
康庄家园~精装两居~中等楼层~随时拎包入住,125万,14560元/m²,2室2厅,85m²,低层(共6层),2000年建造,沈亚鹏,康庄家园  延庆-康庄-西官路,"['交通便利', '安全性高', '品质小区 ']"
尚诚 宝盛里 精装两居 南北通透 2层 居家换房优选,490万,71252元/m²,2室1厅,68m²,低层(共6层),2003年建造,史志国,宝盛里  海淀-清河-龙岗路,['安全性高']
尚诚   福美苑 大两居 精装修 看房方便,480万,55172元/m²,2室1厅,87m²,高层(共21层),2011年建造,王立恒,福美苑小区  海淀-清河-营福路10号,"['交通便利', '素质住户', '主卧朝南']"
九州 首地浣溪谷 南北向两居 业主诚心出售 看房方便,295万,35597元/m²,2室1厅,82m²,低层(共9层),2014年建造,程涛,首地浣溪谷  大兴-磁各庄-安顺北路6号,"['配套成熟', '环境优美', '品质小区 ']"
九州 波尔多一层带花园 南北通透两居 有钥匙 看房方便,300万,25423元/m²,2室2厅,118m²,低层(共6层),2010年建造,李阳阳,恒盛波尔多小镇(南区)  大兴-大兴区其他-育新街32号,"['南北通透', '拎包入住']"
品质社区 万科幸福汇精装三居 电梯房 诚意出售 随时看房,240万,25000元/m²,3室2厅,96m²,低层(共15层),2012年建造,张秀,万科幸福汇  房山-窦店-大窦路257号,"['配套成熟', '品质小区 ', '交通便利']"
龙庆望都佳园~精装三局送地下室~户型方正~拎包入住,168万,17500元/m²,3室1厅,96m²,低层(共6层),2012年建造,沈亚鹏,龙庆望都佳园  延庆-康庄-西官路,"['繁华地段', '南北通透', '拎包入住']"
安家.优选 西三旗 精装大两居 中楼层 采光很好 设计精良,480万,54938元/m²,2室2厅,87m²,中层(共6层),1996年建造,冯家宝,建材城东一里  海淀-西三旗-建材城东路,"['配套成熟', '品质小区 ']"
格兰经典2居室~大落地窗~仅需219万~业主挥.泪急售！,219万,29200元/m²,2室1厅,75m²,共4层,2009年建造,张佳琦,格兰山水(一期)  延庆-延庆城区-医孟路,"['配套成熟', '交通便利', '繁华地段']"
加州水郡 满伍唯壹 只有契税 南北通透 两卧两厅两卫,389万,33078元/m²,2室2厅,117m²,高层(共14层),2009年建造,赵健,加州水郡(西区)  房山-长阳-昊天北大街48号,"['配套成熟', '交通便利', '位置安静']"
尚诚 毛纺厂南小区 南北两居 品质装修 中楼层 业主诚售,370万,68265元/m²,2室1厅,54m²,共5层,1998年建造,史志国,清河毛纺路16号院  海淀-清河-毛纺路16号,"['繁华地段', '安全性高', '品质小区 ']"
620万~ 捡漏房 方舟苑二期东向两居 高层 有钥匙 价可谈,660万,73333元/m²,2室2厅,90m²,低层(共24层),2003年建造,仝希亮,方舟苑  朝阳-望京西-北四环东路甲9号,[]
（实勘）八角南路两居 精装 中间层 无税 可谈  三分到D铁,285万,50000元/m²,2室1厅,57m²,中层(共6层),1986年建造,张川,八角南路社区  石景山-八角-八角南路1号,[]
毛条小区 满五唯一 首付100万 精装修 业主靠谱卖,255万,45478元/m²,2室1厅,56m²,共5层,1993年建造,朱丽娜,沙河毛条小区  昌平-沙河-富生路,[]
安家.安宁庄地壳所南北两居满5年商品房诚心出售,388万,74187元/m²,2室1厅,52m²,低层(共6层),2000年建造,吕君修,安宁庄路5号院  海淀-西二旗-安宁庄路5号,"['南北通透', '近地铁', '繁华地段']"
尚 诚 观林园南北通透新装两居室 临奥森 交通便利 无个税,850万,76923元/m²,2室2厅,110m²,低层(共6层),2009年建造,万攀鹤,宝盛里观林园  海淀-清河-南马房东路,"['次新小区', '交通便利', '素质住户']"
（区域优推）古城地铁口 正规两居 可公积金*  首付低,250万,43103元/m²,2室1厅,58m²,高层(共6层),1988年建造,张英,天翔社区  石景山-杨庄-古城北路15号,[]
九州好房，精装修。高原始价格省稅相当于满五年，业主诚售,220万,24175元/m²,2室2厅,91m²,高层(共6层),2005年建造,宋志华,蓝天花园  大兴-大兴区其他-福源路,"['南北通透', '一梯两户']"
安家.清河 永泰园两居 中间层精装修 满五年公房 诚售,460万,73143元/m²,2室1厅,62m²,中层(共6层),2000年建造,李瑞利,永泰园南区  海淀-清河-永泰庄路,"['配套成熟', '交通便利', '厅带阳台']"
大兴蓝天花园 南北通透 双卧带飘窗 大阳台 高原* 采光好,205万,22777元/m²,2室2厅,90m²,高层(共6层),2005年建造,李倩,蓝天花园  大兴-大兴区其他-福源路,"['品质小区 ', '房型正']"
钥匙房随时看随时签约！中高层电梯观景2居，有本，税少诚心卖,295万,32960元/m²,2室2厅,89m²,低层(共18层),2012年建造,邬昌琴,南海家园一里  大兴-瀛海镇-泰河一街,['小户型']
阳光上东 观坝河水系 高层观景 看房我有钥匙,750万,84269元/m²,1室1厅,89m²,低层(共6层),2008年建造,李帅,阳光上东  朝阳-酒仙桥-东四环北路6号,[]
拥金1.2 莲怡园北路1号院东西通透 客厅带阳台 业主急售,399万,56094元/m²,2室1厅,71m²,低层(共6层),1999年建造,范春艳,莲怡园北路1号院  丰台-六里桥西-莲怡园北路1号,"['次新小区', '交通便利', '素质住户']"
瑞雪春堂两居室，纯南向格局好，采光好，购物方便,295万,32960元/m²,2室2厅,89m²,中层(共17层),2007年建造,丁利利,瑞雪春堂  房山-良乡-良官公路,[]
拥金1.2房价可大议 海淀产权 西南两室 居家就学好房,675万,68078元/m²,2室2厅,99m²,高层(共26层),2000年建造,张凯旋,莲花小区  海淀-万寿路-莲花池西路,[]
听涛雅苑  温馨刚需两居室 电梯洋房  满五年 看房随时,415万,50187元/m²,2室1厅,82m²,中层(共8层),2000年建造,姜艳萍,听涛雅苑  大兴-亦庄-天华西路,['配套成熟']
九州 首地浣溪谷 95平 精装修 带车位带地下室 家具全送,370万,38947元/m²,3室1厅,95m²,低层(共9层),2015年建造,宋彦宏,首地浣溪谷  大兴-磁各庄-安顺北路6号,[]
北街家园七区 南北通透大两居室 房主换房着急出售,320万,35955元/m²,2室1厅,89m²,高层(共16层),2010年建造,张志,北街家园七区  昌平-沙河-高教园北二街,"['品质小区 ', '主卧朝南', '客厅朝南']"
满五一套首付100钥匙房，配合签约，欢迎来电,270万,32530元/m²,2室1厅,83m²,中层(共15层),2010年建造,王绍环,加州水郡(西区)  房山-长阳-昊天北大街48号,"['近地铁', '南北通透', '一梯三户']"
新兴小区三居中间楼层南北通透钢混结构地下室,228万,24516元/m²,2室1厅,93m²,中层(共6层),2003年建造,陈彩霞,新兴小区西区  延庆-延庆城区-新城街,[]
全明格局 精装修 低楼层 看房方便 业主诚意出售,530万,88792元/m²,2室1厅,59m²,低层(共6层),1990年建造,陈明君,芍药居甲2号院  朝阳-芍药居-芍药居甲2号,['品质小区 ']
业主急售 南北通透两居室 满五年维一 观公园观西山 业主诚意,760万,76767元/m²,2室1厅,99m²,高层(共28层),2005年建造,任志勇,澳洲康都  朝阳-望京西-望京北路39号,[]
好位置，好楼层，高品质社区，奢华的追求，海棠湾，极力,550万,61213元/m²,2室1厅,89m²,高层(共22层),2011年建造,施纪伟,K2海棠湾  通州-梨园-云景东路,[]
玉泉营地铁10号线丰台站三环新城南北两居满五年,500万,53642元/m²,2室1厅,93m²,高层(共31层),2019年建造,高超,三环新城7号院  丰台-玉泉营-丰桥路7号,[]
2010年小区，电梯洋房，户型方正，采光充足，视野好。,290万,33360元/m²,2室2厅,86m²,低层(共9层),2011年建造,李朋,金科帕提欧  昌平-小汤山北-沙顺路91号,[]
拥金1.2房价可大议 双地铁 冬季星空 全明两居 满五年唯一,650万,67065元/m²,2室2厅,96m²,低层(共21层),2004年建造,李旺,星河城冬季星空  丰台-草桥-镇国寺北街4号,"['配套成熟', '卫浴全明']"
首经贸精装修 中间楼层 无遮挡 满五年一套 好房,645万,69511元/m²,2室1厅,92m²,中层(共24层),2019年建造,曹奋波,万芳园二区  丰台-玉泉营-万芳路,[]
公交直达地铁站前沙涧路7号院1层南北通透温馨2居室满五年唯一,313万,36395元/m²,2室1厅,86m²,低层(共6层),2012年建造,王志卫,前沙涧路7号院  海淀-海淀北部-沙涧路7号,[]
拥金1.2房价可大议 阳光两居 无税 出门地铁 全明格局,588万,64241元/m²,2室1厅,91m²,中层(共15层),2006年建造,段朝辉,枫竹苑二区  丰台-马家堡-马家堡角门18号,[]
大兴 新居里 低楼层2居 明厅 精装 价格可议 南北采光好,260万,36858元/m²,2室1厅,70m²,低层(共6层),2000年建造,任海波,新居里小区  大兴-黄村-团河路,"['配套成熟', '环境优美', '品质小区 ']"
合生滨江帝景南向两居，满二年，诚心出售，欢迎,492万,54978元/m²,2室1厅,89m²,低层(共20层),2014年建造,井自建,合生滨江帝景一区  通州-乔庄-运河西大街,[]
新景家园商品房房子满5年南北朝向两居高楼层,880万,105515元/m²,2室1厅,83m²,高层(共16层),2006年建造,顾颂,新景家园东区  东城-崇文门-西花市大街32号,"['南北通透', '大两房', '带飘窗']"
急急急 珠光御景 91平米南北 三居室 318万 抢房中,318万,34906元/m²,3室1厅,91m²,低层(共6层),2014年建造,刘曼,珠光逸景(二号院)  丰台-卢沟桥-太柏西路2号,['小户型']
九州新上 波尔多东区精装两居 明厨明卫户型好 满二 看房方便,225万,25280元/m²,2室2厅,89m²,低层(共11层),2012年建造,王菲,恒盛小镇艺墅  大兴-大兴区其他-福源路,"['配套成熟', '南北通透', '拎包入住']"
尚诚.急售！ 北五环商品房带电梯，单价4.8万！可改三居室,490万,48731元/m²,2室2厅,100m²,低层(共18层),1999年建造,藏合斌,海清园  海淀-安宁庄-清河三街99号,"['繁华地段', '安全性高']"
板楼高楼层 正对小区花园 南向精装两居,483万,53990元/m²,2室1厅,89m²,中层(共26层),2009年建造,徐昌海,富力又一城C区  朝阳-豆各庄-大鲁店北路,"['全南户型', '靠近花园', '景观房']"
珠江帝景陈经纶中小学 LOU王 南北通透小区中心位置,1230万,89748元/m²,2室2厅,137m²,低层(共20层),2005年建造,王晓龙,"珠江帝景B区  朝阳-大望路-大郊亭中街,近西大望路","['配套成熟', '位置安静', '品质小区 ']"
金色漫香苑花园洋房两居室 南北通透 居住舒服,393万,43623元/m²,2室2厅,90m²,中层(共8层),2011年建造,贾洪翠,金色漫香苑  昌平-北七家-天权路2号,[]
金科纯南向两居室，户型方正，利用率高，随时可看房！,308万,35402元/m²,2室2厅,87m²,中层(共9层),2012年建造,李朋,金科帕提欧  昌平-小汤山北-沙顺路91号,"['品质小区 ', '环境优美', '低密度']"
城建琨廷两居室送双露台89平米235万原*高急售,235万,26404元/m²,2室2厅,89m²,高层(共15层),2013年建造,申建莎,北京城建琨廷  房山-窦店-于瓦北路17号,"['配套成熟', '品质小区 ', '环境优美']"
迎风西里 电梯房 干净通透 采光好 出行方便 教育医疗齐全,195万,19696元/m²,2室2厅,99m²,高层(共22层),2003年建造,国丽娜,迎风西里小区  房山-燕山-迎风街,"['近地铁', '配套成熟', '品质小区 ']"
首开地产  生活就是在度假，品质住宅，南北通透，随时看房,402万,43695元/m²,2室2厅,92m²,高层(共22层),2015年建造,李拥军,首开香溪郡  通州-通州区其他-通顺路,['小户型']
总价128 地铁亦庄线300米 出行方便 设施繁华 高端项目,128万,28444元/m²,2室2厅,45m²,高层(共12层),2018年建造,张春雨,定海园二里  通州-次渠-科创九街,[]
西城 德胜门 公房大两居，南北通透，南北双阳台,899万,138074元/m²,2室1厅,65m²,高层(共7层),2019年建造,司新望,马甸南村  西城-德胜门-德胜门外大街,[]
龙水路 南向两居 总价低 采光好 首付低,240万,45618元/m²,2室1厅,52m²,中层(共6层),2003年建造,尹万山,畅椿阁(南区)  昌平-昌平县城-龙水路22号,"['配套成熟', '全南户型', '房型正']"
长阳绿地新都会南北通透明厨明卫诚心出售,295万,33518元/m²,2室1厅,88m²,高层(共16层),2013年建造,李大宝,"绿地新都会  房山-良乡-昊天大街,近长阳路","['繁华地段', '赠露台', '带花园']"
拥金1.2房价可大议 南三环草桥玺萌丽苑 满五唯一 东向两居,580万,62365元/m²,2室1厅,93m²,中层(共24层),2003年建造,李广彬,玺萌丽苑  丰台-草桥-嘉园路,[]
近永丰地铁站 上庄家园大产权 南北通透大客厅2居室,365万,53676元/m²,2室1厅,68m²,中层(共6层),2000年建造,王志卫,上庄家园(西区)  海淀-西北旺-上庄路,[]
安家.西三旗 沁春家园低于市场价30万，满五年，三阳台，急售,438万,55457元/m²,2室1厅,78m²,低层(共6层),2000年建造,朱亮,沁春家园  海淀-西三旗-西三旗转盘东路3号,['配套成熟']
尚诚 精装修南北通透二居室明厅 满二年原购374，就一契税,500万,77411元/m²,2室1厅,64m²,中层(共6层),1994年建造,徐岩,永泰东里  海淀-清河-永泰中路,['配套成熟']
安家. 清河 清缘东里 正规大两居 单价低 诚心卖随时签,620万,67027元/m²,2室2厅,92m²,低层(共10层),2004年建造,李高旗,清缘东里  海淀-清河-龙岗路,['繁华地段']
高塔小区1层94平米3居室245万南北通透随时看,245万,26063元/m²,3室1厅,94m²,低层(共6层),1996年建造,高永峰,高塔小区(北区)  延庆-延庆城区-高塔街,[]
格兰山水一期 75平米 225万 业主诚意出售价格可议,225万,30000元/m²,2室1厅,75m²,中层(共6层),2008年建造,李霞,格兰山水(一期)  延庆-延庆城区-医孟路,"['繁华地段', '品质小区 ', '安全性高']"
新兴小区~好楼层4层~客厅带阳台~出入便利~价格可小刀,197万,23646元/m²,2室1厅,83m²,中层(共6层),1996年建造,宋红冰,新兴小区西区  延庆-延庆城区-新城街,"['配套成熟', '品质小区 ', '环境优美']"
大兴 采育 呆萌的价格买两居 精装自住婚房 中间楼层无遮挡,177万,23918元/m²,2室1厅,74m²,中层(共18层),2014年建造,张倩倩,育新花园北里  大兴-大兴区其他-育林街,"['配套成熟', '安全性高', '品质小区 ']"
安家.硅谷先锋精装两居室，采光好，环境好，业主着急出售！！！,460万,56518元/m²,2室2厅,81m²,高层(共6层),2004年建造,李彩军,建材城东一里  海淀-西三旗-建材城东路,"['配套成熟', '安全性高']"
九州  波尔多精装大两居 次顶层 房本满五年  家具家电全送,245万,25000元/m²,2室2厅,98m²,高层(共6层),2010年建造,黄建,恒盛波尔多小镇(南区)  大兴-大兴区其他-育新街32号,"['品质小区 ', '次新小区', '交通便利']"
房山窦店 万科幸福汇 紧邻地铁 精装两居急售215万随时看房,215万,26543元/m²,2室1厅,81m²,中层(共15层),2014年建造,邢晓康,万科幸福汇  房山-窦店-大窦路257号,"['品质小区 ', '南北通透', '一梯两户']"
次顶层 新华联全南两居 视野开阔 送露台,210万,25609元/m²,2室2厅,82m²,高层(共17层),2015年建造,崔志强,新华联慧谷  平谷-平谷其他区-小屯新路2号,"['近地铁', '客厅朝南', '视野好']"
新兴小区~两居~精装修~拎包入住~,165万,27331元/m²,2室1厅,60m²,高层(共6层),1996年建造,陈彩霞,新兴小区西区  延庆-延庆城区-新城街,"['配套成熟', '品质小区 ', '南北通透']"
3居室带车位 精装修楼层好 南北通透 满五年一套 花家地二区,577万,69804元/m²,3室1厅,82m²,低层(共6层),1997年建造,徐珍宝,花家地西里二区  朝阳-望京西-望京西路,"['交通便利', '采光好', '房型正']"
望都家园~满五唯一~带地下室~格局采光好~房主用钱诚心卖,175万,18898元/m²,3室1厅,92m²,低层(共6层),2012年建造,李繁,龙庆望都佳园  延庆-康庄-西官路,"['品质小区 ', '交通便利', '环境优美']"
安家.西三旗新康园，育新地铁旁复式两居，精装，靠谱出售！,610万,44852元/m²,2室2厅,136m²,中层(共24层),2004年建造,李彩军,新康园北区  昌平-霍营-黄平路,"['配套成熟', '品质小区 ']"
安家.安宁庄陶瓷厂宿舍南向精装两居满5年价格可谈诚心出售,360万,71287元/m²,2室1厅,50m²,中层(共6层),1998年建造,吕君修,安宁庄后街13号院  海淀-安宁庄-安宁庄后街13号,[]
育新新上88平两居室 直通大客厅 楼层好 采光棒 把边送飘窗,205万,23295元/m²,2室2厅,88m²,中层(共15层),2012年建造,季曼,育新花园中里  大兴-大兴区其他-育林街,"['品质小区 ', '安全性高', '繁华地段']"
尚 诚 新装两居室 户型好 位置安静 临悦茂盒马 周边配套好,610万,82891元/m²,2室1厅,73m²,低层(共18层),2012年建造,李良,莱圳家园北区  海淀-清河-育新花园西路,"['交通便利', '安全性高']"
昌平沙河保利全南向精装二居室 高楼层 首付150万,400万,47292元/m²,2室1厅,84m²,高层(共17层),2012年建造,边彦斌,保利罗兰香谷  昌平-沙河-沙阳路34号,"['环境优美', '交通便利', '品质小区 ']"
天鹅堡 真实价格 650万 低于市场价 看房有钥匙,680万,27642元/m²,4室2厅,246m²,共3层,2009年建造,白俭秋,天鹅堡  通州-马驹桥-中心二路,"['品质小区 ', '安全性高', '繁华地段']"
大兴 西红门 鸿坤理想城满五年唯 一，商品房，精装修自住,460万,49019元/m²,2室1厅,93m²,中层(共18层),2010年建造,黄斌,鸿坤理想城派郡  大兴-西红门-欣荣北大街,"['交通便利', '繁华地段']"
采育 业主市里换房 急售精装大两居 楼间距宽 原*高 配套全,215万,23626元/m²,2室1厅,91m²,高层(共6层),2005年建造,张倩倩,蓝天花园  大兴-大兴区其他-福源路,"['交通便利', '素质住户']"
尚诚，毛纺厂南小区，南北两居，看房随时，临近五彩城，可给周期,405万,67500元/m²,2室1厅,60m²,高层(共6层),1995年建造,李俊鹏,清河毛纺路16号院  海淀-清河-毛纺路16号,"['配套成熟', '景观房', '繁华地段']"
带院大两居精装 格局好 前方无遮挡 使用面积大 有钥匙,300万,25423元/m²,2室2厅,118m²,低层(共6层),2010年建造,冯一帅,恒盛波尔多小镇(南区)  大兴-大兴区其他-育新街32号,"['配套成熟', '品质小区 ', '环境优美']"
大兴采育别墅区南北两居明厨明卫电梯洋房视野好 精装房 满二年,240万,26966元/m²,2室2厅,89m²,高层(共11层),2013年建造,李鹏,恒盛波尔多小镇(南区)  大兴-大兴区其他-育新街32号,"['配套成熟', '品质小区 ', '繁华地段']"
富力又一城C区 板楼纯南向精装两居，正观小区花园,503万,56226元/m²,2室1厅,89m²,低层(共26层),2011年建造,徐昌海,富力又一城C区  朝阳-豆各庄-大鲁店北路,"['景观房', '全南户型', '位置安静']"
安 家.清河西三旗三居室，满五年，户型好，保持不错，可看房,420万,58807元/m²,2室2厅,71m²,高层(共6层),1990年建造,李高旗,建材城西二里  海淀-西三旗-建材城西路,['配套成熟']
尚诚 精装修二居室，满二年，原*374，首套1.5契,628万,63925元/m²,2室1厅,98m²,高层(共27层),2009年建造,徐岩,"强佑清河新城  海淀-清河-京藏高速辅路,近清河中街","['配套成熟', '繁华地段']"
广安门 西豪逸景 商品房 满五年唯一 精装全南两居室 可高贷,675万,92719元/m²,2室1厅,72m²,中层(共28层),2005年建造,乔飞飞,西豪逸景家园  西城-天宁寺-广外大街,['全南户型']
华贸城，南北通透，两居两卫，高层，精装修，满五一套,610万,91413元/m²,2室1厅,66m²,中层(共17层),2011年建造,孟凡,"华贸城(东区)  朝阳-北苑-水岸南街,近清苑路","['近地铁', '繁华地段', '品质小区 ']"
地铁16号线附近 总价低两居 海淀北部新区,260万,38235元/m²,2室1厅,68m²,中层(共6层),2012年建造,刘振峰,同泽园西里  海淀-海淀北部-后沙涧路,[]
德胜 航天航空家属院 满五年公房，有车位,900万,145161元/m²,2室1厅,62m²,高层(共6层),1988年建造,司新望,新街口外大街甲8号院  西城-德胜门-新街口外大街甲8号,"['配套成熟', '主卧朝南', '交通便利']"
首付120万 昌平 沙河 北街家园八区 南向精装两居 满两年,300万,46656元/m²,2室1厅,64m²,中层(共17层),2010年建造,孙松,北街家园八区  昌平-沙河-高教园北三街,[]
新康精装两居室，98平米，配套成熟交通便利，满五省税房,495万,50510元/m²,2室2厅,98m²,低层(共6层),2001年建造,李新晔,新康家园  大兴-亦庄-北环西路,['配套成熟']
八角北路11号院 板楼2层 三居带大客厅 2000年房有车位,455万,50555元/m²,3室1厅,90m²,低层(共6层),2000年建造,刘扬,八角北路11号院  石景山-杨庄-八角北路11号,['配套成熟']
满五年业主名下无其他住宅，二层，精装修 自住,400万,30646元/m²,2室2厅,130m²,低层(共7层),1996年建造,王乐,桃园公寓  昌平-北七家-定泗路,[]
三期燃气 荣丰2008 2室出售  户型方正 正南向,650万,125000元/m²,2室2厅,52m²,中层(共16层),2005年建造,赵艳宇,荣丰2008  西城-天宁寺-广安门外大街305号,['配套成熟']
14号地铁旁 东南金角户型 双卫干湿分离 中间层采光特别好,575万,71446元/m²,2室1厅,80m²,中层(共24层),2002年建造,师纯洁,望京花园西区  朝阳-望京东-利泽中二路,"['配套成熟', '近地铁', '低密度']"
首付13万 挑高6米小复式 京平直达望京 外地人可买 地铁站,135万,12053元/m²,2室1厅,112m²,低层(共16层),2017年建造,贺园,嘉都国际  北京周边-燕郊-京平高速,"['配套成熟', '品质小区 ']"
二环边芳城园一区东南把边两居业主诚心出售随时看房,418万,64766元/m²,2室1厅,64m²,中层(共28层),2019年建造,李飞飞,芳城园一区  丰台-方庄-方庄路,[]
福景苑新出观景两居朝阳公园蓝色港湾四季世家  北京花园,1250万,69692元/m²,2室2厅,179m²,中层(共25层),2000年建造,王帅男,福景苑  朝阳-朝阳公园西-亮马河路46号,"['安全性高', '品质小区 ']"
马甸南村 精装 南北通透 楼层好 温馨两居,857万,149825元/m²,2室1厅,57m²,中层(共6层),2019年建造,司新望,马甸南村  西城-德胜门-德胜门外大街,[]
北街家园六区精装两居 紧邻北师大附小  急售房源,340万,48529元/m²,2室1厅,70m²,中层(共18层),2009年建造,王祥琴,北街家园六区  昌平-沙河-西三路,[]
龙山华府~倆局可改三居室~主卧客厅都朝南~采光充足~自住装修,480万,38372元/m²,2室2厅,125m²,高层(共21层),2013年建造,张林,龙山华府  昌平-昌平县城-白浮泉路26号,"['环境优美', '交通便利', '品质小区 ']"
九州 波尔多通透两居 精装送露台 满五V一 有钥匙 看房方便,250万,25662元/m²,2室2厅,97m²,共5层,2010年建造,李阳阳,恒盛波尔多小镇(南区)  大兴-大兴区其他-育新街32号,[]
昌平新悦家园，采光无遮挡，靠谱出售，车位充足，配合看房,325万,34464元/m²,2室2厅,94m²,低层(共6层),2003年建造,郭鹏,新悦家园(北区)  昌平-昌平县城-南环路30号,"['品质小区 ', '素质住户', '南北通透']"
紧邻地铁，芳群园二区415.00万元精装业主急售,415万,66188元/m²,2室1厅,62m²,高层(共27层),1992年建造,刘亚南,芳群园二区  丰台-方庄-芳古路,[]
安家.建材城西二里 海淀产权二层 没有遮挡 业主自住 急售,298万,64782元/m²,1室1厅,46m²,低层(共6层),1997年建造,张宝言,建材城西二里  海淀-西三旗-建材城西路,['品质小区 ']
拥金1.2房价可大议 名都家苑 次顶层 地铁4号线 双卫生间,820万,70085元/m²,2室2厅,117m²,高层(共16层),2006年建造,刘立超,馨泰园小区  丰台-马家堡-马家堡西路32号,[]
新上铁二区1995年房龄南北通透户型明厨明卫带客厅采光足,860万,132511元/m²,2室1厅,64m²,高层(共6层),1990年建造,王明星,铁二区(西区)  西城-月坛-二七剧场路,"['品质小区 ', '安全性高', '素质住户']"
古城新上 精装修 南向两居室 满五年 拎包入住 看房方便,235万,42727元/m²,2室1厅,55m²,共5层,1981年建造,孟祥斌,古城街道燕山水泥厂社区  石景山-古城-京原路68号,"['配套成熟', '全南户型', '采光好']"
房山良乡苏庄月华精装三居，房源南北通透看房方便.,255万,26562元/m²,3室1厅,96m²,低层(共6层),2003年建造,王爱荣,月华小区  房山-良乡-良乡西路,[]
亦庄新康家园 带电梯两居 总价低 可给周期,500万,51786元/m²,2室2厅,96m²,低层(共17层),2004年建造,刘军,新康家园  大兴-亦庄-北环西路,['配套成熟']
草桥.玺萌鹏苑精装两居室满五年，低总价低首付，看房方便,510万,61527元/m²,2室1厅,82m²,中层(共24层),2002年建造,巩方方,玺萌鹏苑  丰台-草桥-嘉园路,[]
良乡大学城婚房精装修两居室，南北双通透,295万,30396元/m²,2室1厅,97m²,低层(共6层),2005年建造,许洪建,鸿顺园西区  房山-良乡-房山区良乡长虹东路,[]
加州水郡精装大两居 低楼层 适合有老人居住,285万,32167元/m²,2室1厅,88m²,低层(共11层),2011年建造,宋朵朵,加州水郡(西区)  房山-长阳-昊天北大街48号,[]
